hs1 644269 12784268 -0.058664
hs1 12784269 12819268 -0.086388
hs1 12819269 12839268 -0.088364
hs1 12839269 13644268 -0.013676
hs1 13644269 16884268 0.0008914
hs1 16884269 17129268 -0.059564
hs1 17129269 25479268 -0.00018893
hs1 25479269 25539268 -0.11166
hs1 25539269 60069268 0.032515
hs1 60069269 72549268 0.034454
hs1 72549269 72569268 0.097619
hs1 72569269 103904268 0.021261
hs1 103904269 103954268 0.060972
hs1 103954269 103964268 0.022788
hs1 103964269 110019268 0.030021
hs1 110019269 110029268 0.094482
hs1 110029269 110044268 0.11041
hs1 110044269 147209268 0.030159
hs1 147209269 147304268 -0.021167
hs1 147304269 147499268 -0.084945
hs1 147499269 150819268 0.066886
hs1 150819269 150834268 0.23475
hs1 150834269 150839268 0.24249
hs1 150839269 150844268 0.25533
hs1 150844269 150849268 0.20479
hs1 150849269 150854268 0.089376
hs1 150854269 151029268 0.051372
hs1 151029269 151039268 -0.013883
hs1 151039269 167489268 0.055364
hs1 167489269 167509268 -0.22588
hs1 167509269 195004268 0.048442
hs1 195004269 195014268 -0.12277
hs1 195014269 195029268 -0.14304
hs1 195029269 195069268 -0.09936
hs1 195069269 200619268 0.043673
hs1 200619269 200659268 -0.026287
hs1 200659269 202529268 0.11099
hs1 202529269 203749268 0.15628
hs1 203749269 246794268 0.019263
hs1 246794269 246804268 -0.19614
hs1 246804269 246864268 -0.23244
hs2 13860342 14060341 0.053399
hs2 14060342 14430341 0.070106
hs2 14430342 16910341 0.055364
hs2 16910342 34555341 0.009152
hs2 34555342 34585341 -0.052527
hs2 34585342 78560341 0.0068835
hs2 78560342 78570341 -0.012349
hs2 78570342 89100341 0.011393
hs2 89100342 89665341 -0.019634
hs2 89665342 89760341 -0.067879
hs2 89760342 91630341 -0.030557
hs2 91630342 94890341 -0.014514
hs2 94890342 113910341 0.012872
hs2 113910342 139595341 0.0084356
hs2 139595342 198720341 0.0023987
hs2 198720342 198730341 -0.0085257
hs2 198730342 227950341 0.0048591
hs2 227950342 242500341 -0.0028068
hs2 242500342 242680341 -0.054006
hs3 46769067 46824066 -0.10378
hs3 46824067 75844066 -0.0078249
hs3 75844067 75879066 -0.065097
hs3 75879067 75899066 -0.043828
hs3 75899067 89484066 -0.0028174
hs3 89484067 89504066 -0.075417
hs3 89504067 163974066 0.0014502
hs3 163974067 163984066 0.084529
hs3 163984067 163994066 -0.093082
hs3 163994067 164034066 -0.53684
